write_velocity,entropy_current,entropy_delta,rename_rate,directory_coverage,api_call_frequency,shadow_copy_attempt,file_count_modified,label
21.52585581919727,7.761539444433157,4.895601023812873,10.32585706664205,12,70.31674225446748,1,1099,1
14.739091734135346,8.0,2.975774678384395,2.0225839971088106,8,89.52498849904231,0,692,1
1.0975222730772363,3.8135125729939867,0.7782680664137163,0.24888820237295053,1,19.346290020705368,0,13,0
0.39944147217750026,2.95569038632601,0.21335068190181372,0.010454070971127142,4,18.67906975980425,0,2,0
0.45857851684808293,2.5797447278132353,0.2195563118476283,0.03790335027874747,1,15.927034516338836,0,33,0
1.4539081034440715,7.243796070545683,0.16404429825177363,0.12788168997574226,1,2.2575685072966216,0,8,0
13.691549551712924,7.698003214949459,2.6952849776840226,13.834219896075684,9,53.91754221787619,1,324,1
1.755004528311156,4.9988660576094945,0.31076069701947984,0.0632444097916774,2,17.14197746949758,0,38,0
30.559307483287775,8.0,3.890831069254964,9.91465543013139,4,73.8738970497269,1,1214,1
0.39112798914996205,3.6246751842295506,0.14168262226945963,0.09767348782901442,1,4.598319455784566,0,2,0
0.8676770059643975,7.116623061656288,0.0024508492641144297,0.12114770671808416,2,11.841098230267027,0,38,0
22.04548558431742,7.857503425394628,3.5593424668527582,11.18127052751953,24,91.92485243437636,0,591,1
1.239822468618991,4.717299133249542,1.0180928650537435,0.024349197057278473,2,4.353689193186495,0,12,0
18.34877453727914,7.702647888392492,2.2926830389008352,4.942044121372383,8,106.71784736441425,0,1125,1
1.2189004068835074,3.9201088930971073,-0.19058450923174503,0.004917470869113773,1,10.347660247091557,0,17,0
4.0,7.999951514309592,2.983729275366577,15.846000377215873,9,104.87943528778541,1,156,1
27.866785861512305,7.797693028064759,3.4513842575952545,2.294729706165066,15,48.826956247327345,1,1339,1
0.8653091884091855,4.6296378309919435,0.31645694719330836,0.03344040599217423,1,1.0,0,24,0
1.5940438582643468,3.5815841914191844,-0.4457517698686679,0.17527730783365641,1,16.58686932183474,0,25,0
1.9688295196107513,4.755739315462417,-0.2022238851411824,0.03445498486172636,1,12.587482425651851,0,17,0
22.275054578063482,7.493040768013639,3.781804431688035,19.079162931348442,12,77.69400138631357,0,417,1
17.91340144908705,7.7510740757672005,1.9386231377607337,7.369473276284555,22,93.74416571222963,1,1133,1
16.02457845302244,7.767056813746648,3.30312255539076,8.289959261160561,11,108.89513348578754,0,1676,1
16.16349587409907,7.8366931300111276,3.0307673427019988,18.524460389822334,13,57.879697256527606,1,1219,1
25.547183605088453,7.604079127259667,3.4025520967321454,19.113076957217906,18,59.72287343808206,0,836,1
0.593593178827239,5.483044873701928,-0.0318702607255586,0.1370173230927827,1,15.37350169901832,0,6,0
12.443699943709984,7.738677582547108,3.067375878719341,14.224968750115533,12,84.71061534193765,0,1651,1
15.28825248284658,7.106788560148573,2.866048956679653,17.78652563920692,19,82.3321107251213,0,855,1
32.276725749481116,7.793119936741173,2.781658980385609,12.842740753181916,13,80.74810863544843,0,1723,1
21.39592021946554,7.9557220622606755,4.5781941220828095,10.973381853190808,8,68.30586203187887,1,561,1
25.870230672022224,7.610006932791893,3.719473985468955,18.073291298269254,22,99.87919162896515,1,178,1
4.150760313489454,4.138124052401283,0.39054879086655014,0.1821512967496425,1,1.0,0,12,0
29.867855164361526,7.596211675021215,3.735125424298002,9.637983405612943,20,49.381231248090245,0,1073,1
36.566974480987795,7.660199275925693,3.8293703597461106,16.108183408711042,15,26.860815991678074,0,1449,1
1.7324697709015258,4.985617994892633,-0.08308454457557111,0.18183844459777423,1,24.326930641971483,0,8,0
0.11408651977916025,3.647161848042376,0.3139291096016652,0.019839474282544484,1,1.7450186688572646,0,18,0
0.6728582369936134,2.6468143507121775,-0.5605157517473901,0.0226910785161665,1,18.725090661886853,0,31,0
0.19446889910315646,3.5439264152444876,-0.0011209597665084448,0.057359207217404624,3,20.35592932970431,0,5,0
16.2782323856049,7.657014765116832,2.8898048426341836,17.604416261856326,16,38.86204630636691,1,950,1
0.524532520976992,3.749243148844683,-0.11776790150429807,0.05865283947261195,1,8.435306217072092,0,19,0
18.270313742448554,7.595842519391945,4.93306351471575,7.4534364661310475,16,78.19818005936447,1,1162,1
0.865556350289796,4.819673500234812,-0.7075084537467438,0.06291848230679228,1,2.997193723301894,0,16,0
25.255253806853055,7.337397637699837,3.319535780074639,18.53753279459106,10,125.21182527454249,0,93,1
